"dep0","dep1","dep2","dep3","mun0","mun1","dep","mun","name","level","funding","type","status","language","time","frequency","fequency"
"16","01","0138","46","16","031","alta verapaz","coban","colegio coban","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0139","46","16","031","alta verapaz","coban","colegio particular mixto verapaz","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0140","46","16","031","alta verapaz","coban","colegio ""la inmaculada""","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0141","46","16","005","alta verapaz","coban","escuela nacional de ciencias comerciales","diversificado","oficial","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0142","46","16","005","alta verapaz","coban","instituto normal mixto del norte 'emilio rosales ponce'","diversificado","oficial","urbana","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0143","46","16","031","alta verapaz","coban","colegio particular mixto imperial","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0145","46","16","006","alta verapaz","coban","instituto de tursmo y aviacon del norte i.t.a.n","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0147","46","16","031","alta verapaz","coban","colegio ""la inmaculada""","diversificado","privado","rural","cerrada temporalmente","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","0150","46","16","006","alta verapaz","coban","instituto intercultrual altaverapacencese -iiav-","diversificado","privado","urbana","cerrada temporalmente","bilingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0155","46","16","031","alta verapaz","coban","liceo ""moderno latino""","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0428","46","16","005","alta verapaz","coban","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0471","46","16","031","alta verapaz","coban","colegio de informatica ""ceninfav""","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0478","46","16","031","alta verapaz","coban","colegio evangelico ""la patria""","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0481","46","16","031","alta verapaz","coban","liceo americano del norte","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0483","46","16","031","alta verapaz","coban","liceo americano del norte","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0557","46","16","031","alta verapaz","coban","colegio ""la libertad""","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0558","46","16","005","alta verapaz","coban","instituto normal preprimaria bilingue adscrito al instituto normal mixto del norte ""emilio rosales ponce""","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0559","46","16","005","alta verapaz","coban","instituto normal primaria bilingue intercultural ads. al instituto emilio rosales ponce","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0563","46","16","031","alta verapaz","coban","centro de formacion integral las conchas fmg","diversificado","privado","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0565","46","16","031","alta verapaz","coban","instituto mixto privado ""salud y desarrollo""","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0568","46","16","031","alta verapaz","coban","instituto privado raul chenal heinemann","diversificado","privado","urbana","abierta","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","01","0570","46","16","031","alta verapaz","coban","liceo miguel angel asturias","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0572","46","16","031","alta verapaz","coban","liceo miguel angel asturias","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0573","46","16","031","alta verapaz","coban","colegio cristiano bilingue verbo","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0574","46","16","005","alta verapaz","coban","escuela nacional de ciencias comerciales","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0583","46","16","031","alta verapaz","coban","colegio nuevos senderos","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0604","46","16","031","alta verapaz","coban","instituto privado raul chenal heinemann","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0609","46","16","031","alta verapaz","coban","instituto mixto de educacion bilingue intercultural -imebi-","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0611","46","16","031","alta verapaz","coban","colegio hispanoamericano","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0612","46","16","031","alta verapaz","coban","instituto de magisterio de educacion preprimaria infantil bilingue intercultural luz del saber","diversificado","privado","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0613","46","16","031","alta verapaz","coban","colegio particular mixto ""anton de montesinos""","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0616","46","16","037","alta verapaz","coban","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0619","46","16","031","alta verapaz","coban","colegio particular mixto ""anton de montesinos""","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0642","46","16","005","alta verapaz","coban","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0646","46","16","031","alta verapaz","coban","instituto mixto privado salud y desarrollo","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0651","46","16","031","alta verapaz","coban","centro de formación integral ciudad de la esperanza","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0652","46","16","037","alta verapaz","coban","instituto maya comunitario k amolb e","diversificado","privado","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0664","46","16","031","alta verapaz","coban","liceo americano del norte","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0665","46","16","031","alta verapaz","coban","colegio de informática ""ceninfav""","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","0666","46","16","031","alta verapaz","coban","colegio de informática ""ceninfav""","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0668","46","16","031","alta verapaz","coban","colegio particular mixto imperial","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","0671","46","16","031","alta verapaz","coban","colegio privado mixto tecnológico en informática","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","0672","46","16","031","alta verapaz","coban","ica","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","0678","46","16","031","alta verapaz","coban","colegio la libertad","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0681","46","16","031","alta verapaz","coban","instituto mixto privado santo domingo","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","0690","46","16","031","alta verapaz","coban","isea ""la escuela en su casa""","diversificado","privado","urbana","abierta","monolingue","doble","A DISTANCIA","a distancia"
"16","01","0694","46","16","031","alta verapaz","coban","colegio la libertad","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","SEMIPRESENCIAL","semipresencial"
"16","01","0703","46","16","031","alta verapaz","coban","instituto mixto privado salud y desarrollo","diversificado","privado","urbana","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","0705","46","16","050","alta verapaz","coban","programa nacional de educación alternativa pronea","diversificado","oficial","rural","abierta","monolingue","doble","A DISTANCIA","a distancia"
"16","01","1172","46","16","006","alta verapaz","coban","colegio particular mixto carlos v","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","01","1173","46","16","006","alta verapaz","coban","colegio particular mixto carlos v","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","1174","46","16","031","alta verapaz","coban","instituto privado raul chenal heinemann","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","1175","46","16","031","alta verapaz","coban","instituto privado raul chenal heinemann","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","1176","46","16","031","alta verapaz","coban","instituto mixto privado santo domingo","diversificado","privado","urbana","abierta","monolingue","vespertina","SABATINO","sabatino"
"16","01","1177","46","16","006","alta verapaz","coban","instituto privado mixto santo domingo","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","SABATINO","sabatino"
"16","01","1259","46","16","006","alta verapaz","coban","instituto de turismo y aviacion del norte itan","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","1312","46","16","031","alta verapaz","coban","colegio privado mixto tecnologico en informatica","diversificado","privado","urbana","abierta","monolingue","vespertina","FIN DE SEMANA","fin de semana"
"16","01","1313","46","16","006","alta verapaz","coban","colegio privado mixto tecnologico en informatica","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","01","1390","46","16","031","alta verapaz","coban","liceo miguel angel asturias","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","01","1393","46","16","031","alta verapaz","coban","liceo preuniversitario del norte","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","FIN DE SEMANA","fin de semana"
"16","01","1394","46","16","031","alta verapaz","coban","instituto privado mixto monja blanca","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","1401","46","16","006","alta verapaz","coban","cooperacion mesoamericana para el desarrollo y la paz -comadep-","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","A DISTANCIA","a distancia"
"16","01","1468","46","16","031","alta verapaz","coban","colegio nuestra señora de la esperanza","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","1469","46","16","031","alta verapaz","coban","colegio privado mixto tecnologico en informatica","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","1491","46","16","031","alta verapaz","coban","colegio la libertad","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","2156","46","16","031","alta verapaz","coban","colegio particular mixto imperial","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","2171","46","16","031","alta verapaz","coban","instituto mixto nuevos horizontes","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","01","2302","46","16","031","alta verapaz","coban","instituto privado mixto monja blanca","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","01","2947","46","",NA,"alta verapaz","coban","instituto privado basico y bachillerato por madurez 'carlos v'","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","3041","46","16","005","alta verapaz","coban","instituto de bachillerato ads. al instituto normal mixto del norte emilio rosales ponce","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","6190","46","16","031","alta verapaz","coban","liceo miguel angel asturias","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","6191","46","16","031","alta verapaz","coban","colegio privado mixto tecnológico en informatica","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","7308","46","16","031","alta verapaz","coban","colegio particular mixto imperial","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","01","8294","46","16","031","alta verapaz","coban","liceo preuniversitario del norte","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","8317","46","16","031","alta verapaz","coban","liceo de computacion y educacion para el hogar m.b.m.","diversificado","privado","rural","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","8331","46","16","031","alta verapaz","coban","liceo preuniversitario del norte","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","8335","46","16","031","alta verapaz","coban","colegio de informatica ceninfav","diversificado","privado","rural","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","8813","46","25","000","alta verapaz","coban","instituto guatemalteco de educacion radiofonica (iger)","diversificado","privado","rural","cerrada temporalmente","monolingue","matutina","A DISTANCIA","a distancia"
"16","01","9067","46","16","005","alta verapaz","coban","escuela normal de educacion fisica","diversificado","oficial","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","9095","46","16","031","alta verapaz","coban","colegio privado mixto tecnologico en informatica","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","9102","46","16","031","alta verapaz","coban","colegio mixto evangelico nazareno","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","9260","46","16","005","alta verapaz","coban","escuela de formacion agricola","diversificado","oficial","rural","cerrada temporalmente","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","9544","46","16","031","alta verapaz","coban","colegio bilingue de infantes","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","01","9851","46","16","031","alta verapaz","coban","colegio de informatica ceninfav","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","01","9897","46","16","031","alta verapaz","coban","colegio particular mixto verapaz","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","9956","46","16","031","alta verapaz","coban","liceo preuniversitario del norte","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","01","9958","46","16","031","alta verapaz","coban","liceo dr. ricardo bressani","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","01","9991","46","16","031","alta verapaz","coban","asociacion de maestros de educacion rural de guatemala (amerg)","diversificado","privado","rural","cerrada temporalmente","bilingue","doble","FIN DE SEMANA","fin de semana"
"16","02","0013","46","16","006","alta verapaz","santa cruz verapaz","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","02","0020","46","16","006","alta verapaz","santa cruz verapaz","liceo santa cruz","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0036","46","16","053","alta verapaz","san cristobal verapaz","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0047","46","16","008","alta verapaz","san cristobal verapaz","liceo san cristobal","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","0056","46","16","008","alta verapaz","san cristobal verapaz","instituto tecnologico vocacional marco tulio de la cruz morales","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0076","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","03","0077","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0082","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","03","0083","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0087","46","16","008","alta verapaz","san cristobal verapaz","instituto nacional de educacion diversificada con orientacion en artes y oficios","diversificado","oficial","rural","abierta","bilingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","03","0088","46","16","008","alta verapaz","san cristobal verapaz","liceo galileo galilei","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","0092","46","16","008","alta verapaz","san cristobal verapaz","liceo de ciencias aplicadas dr. carlos aldana mendoza","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0093","46","16","008","alta verapaz","san cristobal verapaz","instituto tecnologico vocacional ""marco tulio de la cruz morales""","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","0095","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto la pupila del cielo","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","0097","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","0104","46","16","007","alta verapaz","san cristobal verapaz","liceo de ciencias aplicadas dr. carlos aldana mendoza","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","03","0105","46","16","007","alta verapaz","san cristobal verapaz","liceo de ciencias aplicadas dr. carlos aldana mendoza","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","0106","46","16","007","alta verapaz","san cristobal verapaz","liceo de ciencias aplicadas dr. carlos aldana mendoza","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","03","0108","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","03","0109","46","16","008","alta verapaz","san cristobal verapaz","colegio mixto ciencias tecnológicas","diversificado","privado","urbana","abierta","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","03","0110","46","16","008","alta verapaz","san cristobal verapaz","liceo galileo galilei","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","03","0242","46","16","008","alta verapaz","san cristobal verapaz","escuela privada mixta nocturna de comercio","diversificado","privado","urbana","abierta","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","03","1388","46","16","008","alta verapaz","san cristobal verapaz","colegio 'meson'","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","03","1429","46","16","008","alta verapaz","san cristobal verapaz","liceo galileo galilei","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","1520","46","16","008","alta verapaz","san cristobal verapaz","liceo galileo galilei","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","03","1607","46","16","008","alta verapaz","san cristobal verapaz","liceo galileo galilei","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","03","9884","46","16","008","alta verapaz","san cristobal verapaz","liceo san cristobal","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","9885","46","16","008","alta verapaz","san cristobal verapaz","liceo san cristobal","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","03","9886","46","16","008","alta verapaz","san cristobal verapaz","liceo san cristobal","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","04","0036","46","16","009","alta verapaz","tactic","instituto akaltic","diversificado","privado","urbana","cerrada temporalmente","bilingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","04","0041","46","16","011","alta verapaz","tactic","colegio particular mixto blaise pascal","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","04","0042","46","16","009","alta verapaz","tactic","colegio cristiano particular mixto vida","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","04","0046","46","16","009","alta verapaz","tactic","colegio particular mixto blaise pascal","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","0049","46","16","009","alta verapaz","tactic","instituto akaltic","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","0050","46","16","009","alta verapaz","tactic","instituto akaltic","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","04","0062","46","16","009","alta verapaz","tactic","instituto nacional de educacion diversificada","diversificado","oficial","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","04","0064","46","16","009","alta verapaz","tactic","colegio nuestra señora de la asunción","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","04","0068","46","16","009","alta verapaz","tactic","colegio cristiano particular mixto vida","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","04","0072","46","16","009","alta verapaz","tactic","colegio privado mixto la enseñanza","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","0078","46","16","009","alta verapaz","tactic","colegio privado mixto la enseñanza","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","0079","46","16","009","alta verapaz","tactic","colegio nuestra señora de la asunción","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","04","0080","46","16","009","alta verapaz","tactic","colegio nuestra señora de la asunción","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","1233","46","16","009","alta verapaz","tactic","colegio particular mixto blaise pascal","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","1235","46","16","009","alta verapaz","tactic","colegio particular mixto blaise pascal","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","04","1709","46","16","009","alta verapaz","tactic","instituto privado mixto de educacion diversificada liceo tactic jv","diversificado","privado","urbana","temporal nombramiento","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","04","2308","46","16","009","alta verapaz","tactic","instituto akaltic","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","04","8321","46","16","009","alta verapaz","tactic","instituto akaltic","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","04","8322","46","16","009","alta verapaz","tactic","colegio privado mixto la enseñanza","diversificado","privado","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","04","8324","46","16","004","alta verapaz","tactic","colegio privado mixto la enseñanza","diversificado","privado","rural","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","04","9906","46","16","009","alta verapaz","tactic","colegio privado mixto la enseñanza","diversificado","privado","urbana","abierta","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"16","05","0017","46","16","010","alta verapaz","tamahu","instituto nacional de educacion diversificada","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","05","9091","46","16","010","alta verapaz","tamahu","instituto mixto municipal de magisterio bilingue","diversificado","municipal","urbana","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","06","0090","46","16","011","alta verapaz","san miguel tucuru","instituto nacional de educación diversificada","diversificado","oficial","urbana","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","06","2398","46","16","011","alta verapaz","san miguel tucuru","instituto privado mixto de magisterio bilingue tukur","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","07","0117","46","16","012","alta verapaz","panzos","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","07","0181","46","16","036","alta verapaz","panzos","colegio mixto mesoamericano","diversificado","privado","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","07","0194","46","16","012","alta verapaz","panzos","colegio privado mixto juan amos comenio","diversificado","privado","rural","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","07","0195","46","16","012","alta verapaz","panzos","colegio privado mixto juan amos comenio","diversificado","privado","rural","abierta","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"16","07","0196","46","16","036","alta verapaz","panzos","colegio mixto valle del polochic","diversificado","privado","rural","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","07","0197","46","16","036","alta verapaz","panzos","colegio mixto valle del polochic","diversificado","privado","rural","abierta","bilingue","doble","FIN DE SEMANA","fin de semana"
"16","07","0206","46","16","012","alta verapaz","panzos","colegio privado liceo polochic","diversificado","privado","rural","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"16","07","0207","46","16","012","alta verapaz","panzos","colegio privado liceo polochic","diversificado","privado","rural","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","07","0209","46","16","038","alta verapaz","panzos","colegio mixto mesoamericano","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"16","07","9096","46","16","012","alta verapaz","panzos","colegio privado mixto juan amos comenio","diversificado","privado","rural","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","07","9103","46","16","036","alta verapaz","panzos","centro educativo san martin de porres","diversificado","privado","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","07","9639","46","16","012","alta verapaz","panzos","instituto privado mixto primaria bilingue aj kutunel","diversificado","privado","urbana","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","08","0182","46","16","007","alta verapaz","senahu","instituto mixto de educacion bilingue intercultural -imebi-","diversificado","privado","urbana","cerrada temporalmente","bilingue","doble","FIN DE SEMANA","fin de semana"
"16","08","0183","46","16","013","alta verapaz","senahu","centro educativo san mateo","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"16","08","0199","46","16","041","alta verapaz","senahu","instituto nacional de educación diversificada","diversificado","oficial","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","08","0204","46","16","042","alta verapaz","senahu","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"16","08","0205","46","16","040","alta verapaz","senahu","instituto nacional de educacion diversificada","diversificado","oficial","rural","abierta","bilingue","vespertina","DIARIO(REGULAR)","diario(regular)"
